slang,formal,unsure
rezki,rezeki,0
kepd,kepada,0
slalu,selalu,0
ngormatin,menghormati,0
ak,aku,0
Cantikkkk,cantik,0
baik2,baik-baik,0
aja,saja,0
bnget,banget,0
lg,lagi,0
lcu,lucu,0
bangat,banget,0
dgn,dengan,0
kt,kita,0
Kangeeeennnnn,kangen,0
sahabatq,sahabatku,0
dn,dan,0
jg,juga,0
lllluuucccuuu,lucu,0
bgt,banget,0
sexsi,seksi,0
hri,hari,0
qt,kita,0
Liaatt,lihat,0
iniiiii,ini,0
jlk,jelek,0
ajh,saja,0
smua,semua,0
msalh,masalah,0
trbaik,terbaik,0
dinamakn,dinamakan,0
pst,pasti,0
jdi,jadi,0
tpi,tapi,0
slamat,selamat,0
jijay,jijik,1
Cakepppp,cakep,0
kk,kakak,0
ITUNGAN,hitungan,0
emg,memang,0
samaaa,sama,0
bets,banget,0
MAUUUUKKKKKK,mau,0
lucuuu,lucu,0
banggeettt,banget,0
Yg,yang,0
tngah,tengah,0
ngk,enggak,0
kebhagiaan,kebahagiaan,0
ap,apa,0
bnar,benar,0
ea,ya,0
klo,kalau,0
tu,itu,0
yng,yang,0
blang,bilang,0
gtu,begitu,0
tunggu2,tunggu-tunggu,0
dlu,dulu,0
byk,banyak,0
ama,sama,0
emng,memang,0
akn,akan,0
slalu,selalu,0
smua,semua,0
semangaatt,semangat,0
trus,terus,0
pnh,penuh,0
gans,ganteng,0
aj,saja,0
ngeliat,melihat,0
sampe,sampai,0
smoga,semoga,0
gk,enggak,0
akn,akan,0
w,gue,0
kpn,kapan,0
y,ya,0
Pengeeen,pengin,0
ngatain,mengatai,0
awal2,awal-awal,0
setabil,stabil,0
cantikkkk,cantik,0
ngrasain,merasakan,0
lbih,lebih,0
dr,dari,0
skrng,sekarang,0
sayangkuh,sayangku,0
nyantee,santai,0
ae,saja,1
yaaa,ya,0
namax,namanya,0
sukak,suka,0
ngarang,mengarang,0
nma,nama,0
mnusia,manusia,0
mw,mau,0
jlek,jelek,0
sm2,sama-sama,0
cpta'an,ciptaan,0
bracun,beracun,0
ttp,tetap,0
qoq,kok,0
cptaan,ciptaan,0
tu,itu,0
gk,enggak,0
mndang,memandang,0
dipndang,dipandang,0
dn,dan,0
kbaikan,kebaikan,0
tpi,tapi,0
aqu,aku,0
knpa,kenapa,0
nyiptain,menciptakan,0
org2,orang-orang,0
kyak,kayak,0
klian,kalian,0
yg,yang,0
bs,bisa,0
cm,cuma,0
nyela,mencela,0
dn,dan,0
KUATIR,khawatir,0
Aq,aku,0
udh,sudah,0
nnton,menonton,0
lom,belum,0
nnton,menonton,0
pinterrr,pintar,0
nyamain,menyamakan,0
banhet,banget,0
mnsia,manusia,0
Taeeeeee,tahi,0
Ketekk,ketek,0
jja,saja,0
pd,pada,0
d'bahass,dibahas,0
ky,kayak,0
pd,pada,0
gag,enggak,0
jlk,jelek,0
jja,saja,0
Ngurusin,mengurusi,0
masing,masing-masing,0
kq,kok,0
d'permasalahkn,dipermasalahkan,0
blum,belum,0
d'blg,dibilang,0
item,hitam,0
lh,lah,0
atw,atau,0
ap,apa,0
inget,ingat,0
gag,enggak,0
dlu,dulu,0
dng,dengan,0
pndapat,pendapat,0
km,kamu,0
suka,suka-suka,0
cucokkk,cocok,0
bngettt,banget,0
bkin,bikin,0
lyt,lihat,0
natap,menatap,0
cuantek,cantik,0
puter,putar,0
gilsss,gila,0
Gak,enggak,0
nahan,menahan,0
guaaaa,gua,0
sblh,sebelah,0
msih,masih,0
sampe,sampai,0
abis,habis,0
TLP,telepon,0
skrng,sekarang,0
SENENGGG,senang,0
uda,sudah,0
ksabaran,kesabaran,0
kluargaxa,keluarganya,0
sbg,sebagai,0
ampe,sampai,0
Lawaaaas,lawas,0
Sama,sama-sama,0
Hmpir,hampir,0
Kyak,kayak,0
bngt,banget,0
pda,pada,0
ga,enggak,0
bsa,bisa,0
kmu,kamu,0
ngom,mengomong,0
ati,hati-hati,0
Bodhoo,bodoh,0
tar,entar,0
Lcu,lucu,0
bngatrt,banget,0
sbbyak,sebanyak,0
nyangkutnya,menyangkutnya,0
untk,untuk,0
gx,enggak,0
kmen,komentar,0
smua,semua,0
udh,sudah,0
jlas,jelas,0
bkan,bukan,0
org,orang,0
ngarep,mengharap,0
tlog,tolong,0
jga,jaga,0
ccok,cocok,0
wkt,waktu,0
d,di,0
kebykan,kebanyakan,0
haceepp,pecah,0
pcr,pacar,0
koq,kok,0
kk,kakak,0
Besukk,besuk,0
mutihin,memutihkan,0
q,aku,0
leh,boleh,0
knlan,kenalan,0
g,enggak,0
dn,dan,0
sempurnaa,sempurna,0
Ps,pas,0
dri,dari,0
nongkrong,menongkrong,0
Stiap,setiap,0
pst,pasti,0
ato,atau,0
tdk,tidak,0
ad,ada,0
mlah,malah,0
ktmu,ketemu,0
fto,foto,0
rmbt,rambut,0
kamuu,kamu,0
pastii,pasti,0
bisaaa,bisa,0
Cantiiikkk,cantik,0
Cans,cantik,0
Sendeng,senang,0
simpen,simpan,0
banh,bang,0
aqoeh,aku,0
hrsny,harusnya,0
lbh,lebih,0
bnyk,banyak,0
masy,masyarakat,0
Yg,yang,0
koment,komentar,0
ga,enggak,0
selayakny,selayaknya,0
yg,yang,0
hrs,harus,0
diucapin,diucapkan,0
dri,dari,0
pnuh,penuh,0
idupny,hidupnya,0
bangettttttt,banget,0
mw,mau,0
tanya2,tanya-tanya,0
tgah,tengah,0
mlm,malam,0
mff,maaf,0
y,ya,0
ktwa,ketawa,0
bngt,banget,0
slh,salah,0
abizzz,habis,0
bnr2,benar-benar,0
bkin,bikin,0
trlalu,terlalu,0
jjur,jujur,0
klo,kalau,0
ngmg,mengomong,0
Kerrennn,keren,0
cntik,cantik,0
gag,enggak,0
kliatn,kelihatan,0
lbh,lebih,0
smgat,semangat,0
ttg,tentang,0
lbih,lebih,0
saampai,sampai,0
ngedukung,mendukung,0
Miripp,mirip,0
pandangin,memandangi,0
smw,semua,0
taek,tahi,0
wktu,waktu,0
ngerespon,merespon,0
diemin,diamkan,0
aja,saja,0
tetehh,teteh,0
slalu,selalu,0
brusaha,berusaha,0
pahamin,memahami,0
lebh,lebih,0
krna,karena,0
Alloh,allah,0
smoga,semoga,0
nyir2,nyinyir,0
trbukti,terbukti,0
nie,ini,0
smpe,sampai,0
sbg,sebagai,0
bgtu,begitu,0
dpt,dapat,0
berangat,berangkat,0
ngayal,mengkhayal,0
yq,yang,0
brbakti,berbakti,0
Ketekkknya,keteknya,0
itemmm,hitam,0
keriputtt,keriput,0
beneeerrrr,benar,0
Pngen,pengin,0
ciyusss,serius,0
nyanyiiii,nyanyi,0
jls,jelas,0
blg,bilang,0
bngt,banget,0
sdah,sudah,0
benda2,benda-benda,0
sj,saja,0
guaa,gua,0
beeeeed,banget,0
sblumnya,sebelumnya,0
lucuk,lucu,0
dbwh,dibawah,0
rb,ribu,0
ngehina,menghina,0
kelas'a,kelasnya,0
krna,karena,0
ngurus,mengurus,0
cantikkk,cantik,0
banger,banget,0
mxin,makin,0
cantix,cantik,0
cntikk,cantik,0
dalm,dalam,0
Gilakkk,gila,0
nnton,menonton,0
abiiz,habis,0
cantikkkkkkkk,cantik,0
Mw,mau,0
gokillll,gila,0
mnt,minta,0
nancepin,menancapkan,0
qaqaaaa,kakak,0
Kpan,kapan,0
Lbh,lebih,0
BUKTIIN,buktikan,0
Cocokkk,cocok,0
PADET,padat,0
GUEDEE,gede,0
sebanyaky,sebanyak-banyaknya,0
diri'y,dirinya,0
klw,kalau,0
tiba,tiba-tiba,0
meakipun,meskipun,0
ngaku,mengaku,0
jgn,jangan-jangan,0
sebenar'y,sebenarnya,0
parnah,pernah,0
ktemu,ketemu,0
suaminga,suaminya,0
berhijap,berhijab,0
Smgaa,semoga,0
gk,enggak,0
pengen,pengin,0
kageet,kaget,0
bange,banget,0
sprt,seperti,0
syg,sayang,0
imutttttt,imut-imut,0
satuuuuu,satu,0
Slmt,selamat,0
mamax,mamanya,0
nemuuu,menemu,1
gans,ganteng,0
Ntah,entah,0
bgmna,bagaimana,0
ssorg,seseorang,0
hdpn,hadapan,0
mnuju,menuju,0
tsb,tersebut,0
dg,dengan,0
smua,semua,0
nggk,enggak,0
klak,kelak,0
sgt,sangat,0
karna,karena,0
mreka,mereka,0
banged,banget,0
lucuuuu,lucu,0
Palsuuuuuu,palsu,0
palsuu,palsu,0
Kngen,kangen,0
sma,sama,0
aq,aku,0
udah,sudah,0
gayany,gayanya,0
engk,enggak,0
ngoment,mengomentari,0
megang,memegang,0
bhagia,bahagia,0
km,kamu,0
korek2,korek-korek,0
pngen,pengin,0
Centik,cantik,0
pgn,pengin,0
hbis,habis,0
ngeluarin,mengeluarkan,0
Bca,baca,0
jt,juta,0
Najes,najis,0
doank,doang,0
ma,sama,0
idung,hidung,0
ma,sama,0
Bnyak,banyak,0
say,sayang,0
kmna,kemana,0
nnton,menonton,0
kejadianny,kejadiannya,0
semngat,semangat,0
sdh,sudah,0
byk,banyak,0
Emeeessshhh,gemas,0
astagaaaaaa,astaga,0
SENENGGG,senang,0
smentara,sementara,0
kereeeen,keren,0
bhnya,bahannya,0
bneran,benaran,0
Harusss,harus,0
brewokkkk,brewok,0
lnsung,langsung,0
bgttttttt,banget,0
abiizzzz,habis,0
brtngkar,bertengkar,0
sllu,selalu,0
hny,hanya,0
krn,karena,0
pndapat,pendapat,0
sling,saling,0
Mnding,mending,0
nmbah,menambah,0
drpd,daripada,0
nambah,menambah,0
dipermainin,dipermainkan,0
sma,sama,0
kapan,kapan-kapan,0
Kaapan,kapan,0
aghie,lagi,0
nha,nya,0
bgetz,banget,0
setujuuuu,setuju,0
hrus,harus,0
kyak,kayak,0
skrng,sekarang,0
Pacran,pacaran,0
tepuk,tepuk-tepuk,0
dlu,dulu,0
smbil,sambil,0
miringin,miringkan,0
bbrapa,beberapa,0
bru,baru,0
smua,semua,0
skrng,sekarang,0
ygs,yang,0
ngajak,mengajak,0
Gg,enggak,0
dtinggl,ditinggal,0
kk,kakak,0
skrang,sekarang,0
Miripppp,mirip,0
intiny,intinya,0
gimna,bagaimana,0
lainnn,lain,0
pentingg,penting,0
Srdikiiiiiit,sedikit,0
Jngan,jangan,0
kwatir,khawatir,0
Ucullllll,lucu,0
caaaaaanntik,cantik,0
CEPTAN,cepatan,0
cakep2,cakep-cakep,0
kmaren,kemarin,0
jsuh,jauh,0
dri,dari,0
ajap,azab,0
Mauuuu,mau,0
Anjeerrrr,anjir,0
bsa,bisa,0
gebleeekk,geblek,0
lgsg,langsung,0
Gemesss,gemas,0
bangett,banget,0
gregettt,gereget,0
nikahin,menikahi,0
Ngakaakk,mengakak,0
Cantiiikkk,cantik,0
aj,saja,0
bkal,bakal,0
lemparin,melempari,0
pke,pakai,0
kayah,kaya,0
tp,tapi,0
mlh,malah,0
ngamen,mengamen,0
goyang2,goyang-goyang,0
cpa,siapa,0
luuuuuuuuu,lu,0
lonteeeeeeeee,lonte,0
ciumman,ciuman,0
Miriiiiip,mirip,0
ngorbanin,mengorbankan,0
eksprsi,ekspresi,0
rbut,ribut,0
Cantikk,cantik,0
bnget,banget,0
harusnyaaaa,harusnya,0
ngurusin,mengurusi,0
Cntiknyyaa,cantiknya,0
orng,orang,0
nganggepin,menanggapi,0
smua,semua,0
btuh,butuh,0
pnting,penting,0
ktanya,katanya,0
msh,masih,0
bebrp,beberapa,0
sblum,sebelum,0
santab,santap,0
fhoto,foto,0
Cucok,cocok,0
buanget,banget,0
Mksdd,maksud,0
kemana2,Kemana-mana,0
ngajarin,mengajari,0
anak2nya,anak-anaknya,0
padahall,padahal,0
cantikkkm,cantik,0
bangett,banget,0
parahh,parah,0
psti,pasti,0
syg,sayang,0
ajaaahhhhh,saja,0
tau2,Tau-tau,0
pcrn,pacaran,0
sm,sama,0
trlalu,terlalu,0
jamam,jaman,0
gokoil,gila,0
abissssssss,habis,0
mirissssss,miris,0
Baguusss,bagus,0
mlhan,malahan,0
krna,karena,0
brti,berarti,0
km,kamu,0
Lbh,lebih,0
ngmg,mengomong,0
bgtu,begitu,0
sprti,seperti,0
knl,kenal,0
psti,pasti,0
km,kamu,0
Boro2,boro-boro,0
mreka,mereka,0
prnh,pernah,0
Mreka,mereka,0
ktmu,ketemu,0
sma,sama,0
bingitt,banget,0
Abs,habis,0
bangettttttt,banget,0
bngtzt,banget,0
jangan2,jangan-jangan,0
Kangennnnnmnnnnnnnnnnnnnnnnn,kangen,0
kaliannnnnm,kalian,0
Rinduuuuuuu,rindu,0
cantiiiikkkk,cantik,0
pingin,pengin,0
nontonnnn,menonton,0
dengerin,mendengarkan,0
smbil,sambil,0
sm,sama,0
seseorg,seseorang,0
ninggalin,meninggalkan,0
ajja,saja,0
bangeeeeet,banget,0
pcrn,pacaran,0
tahun2,tahun-tahun,0
tp,tapi,0
gk,enggak,0
keles,kali,0
ngingetin,mengingatkan,0
bnyk,banyak,0
yg,yang,0
lipetan,lipatan,0
bkn,bukan,0
NIKUNG,menikung,0
ngehina,menghina,0
sndiri,sendiri,0
nyarik,mencari,0
bener,benar-benar,0
entr,entar,0
aneh,aneh-aneh,0
Smga,semoga,0
smakin,semakin,0
mnambh,menambah,0
ktaatan,ketaatan,0
pd,pada,0
orang2x,orang-orang,0
Ciusss,serius,0
palinf,paling,0
cantk,cantik,0
nama,nama-nama,0
smg,semoga,0
sll,selalu,0
bahgyaa,bahagia,0
orng,orang,0
gokiiill,foto,0
w,gue,0
aer,air,0
bgni,begini,0
skalii,sekali,0
perna,pernah,0
Jari2,jari-jari,0
bgs,bagus,0
ank,anak,0
Kamg,kang,0
mnusuk,menusuk,0
dri,dari,0
blkang,belakang,0
tp,tapi,0
syp,siapa,0
cantikk,cantik,0
cantiqqq,cantik,0
semog,semoga,0
mksdx,maksudnya,0
skrang,sekarang,0
bnarr,benar,0
kta,kata,0
trenyuh,terenyuh,0
entahlaaaah,entahlah,0
syudah,sudah,0
jelekin,menjelekkan,0
stiap,setiap,0
maksain,memaksakan,0
km,kamu,0
prcy,percaya,0
kpleset,kepeleset,0
sayaang,sayang,0
Kerennnn,keren,0
kren,keren,0
pk,pakai,0
mw,mau,0
Slamet,selamat,0
cocokkkkk,cocok,0
bgt,banget,0
ngmg,mengomong,0
qu,aku,0
suksea,sukses,0
gemmmeeesss,gemas,0
nyubit,mencubit,0
ma,sama,0
pipinya,Pipi-pipinya,0
hpus,hapus,0
sj,saja,0
sbar,sabar,0
sll,selalu,0
it,itu,0
akn,akan,0
sll,selalu,0
ad,ada,0
hdup,hidup,0
dg,dengan,0
lbih,lebih,0
enk,enak,0
dilhtny,dilihatnya,0
slll,selalu,0
tuk,untuk,0
kluarga,keluarga,0
gulla,gula,0
Pyudara,payudara,0
kasi,kasih,0
Ampunnnnn,ampun,0
ganteeeeng,ganteng,0
gimanaaaa,bagaimana,0
bs,bisa,0
kesampean,kesampaian,0
smakin,semakin,0
ngingetin,mengingatkan,0
ajj,saja,0
ngepoin,mengepoi,1
sllu,selalu,0
thdp,terhadap,0
bhkn,bahkan,0
mrk,mereka,0
justeru,justru,0
sbg,sebagai,0
psti,pasti,0
ngayal,mengkhayal,0
Gilak,gila,0
gw,gue,0
ama,sama,0
pucing,pusing,0
ampunnnnn,ampun,0
abiiiiisssss,habis,0
Aamiin,amin,0
Jirrr,anjir,0
cowo2,cowok-cowok,0
potekk,potek,0
pantez,pantas,0
mju,maju,0
abes,habis,0
knpa,kenapa,0
Hbs,habis,0
sampek,sampai,0
terangkhn,terangkan,0
dibohogi,dibohongi,0
bangetzzz,banget,0
dblkang,dibelakang,0
nama.a,namanya,0
ats,atas,0
kocyag,kocak,0
tempt,tempat,0
hdk,hendak,0
dapetin,dapatkan,0
bnget,banget,0
mang,memang,0
kbetulan,kebetulan,0
sbelum,sebelum,0
ngintip,mengintip,0
stelah,setelah,0
orng,orang,0
sndiri,sendiri,0
ngintilin,mengintil,0
smnjak,semenjak,0
trbukti,terbukti,0
ksambet,kesambet,0
Cocokkkk,cocok,0
gx,enggak,0
km,kamu,0
tlvn,telepon,0
trkrim,terkirim,0
omongin,mengomongkan,0
bkin,bikin,0
stelah,setelah,0
mrk,mereka,0
branjak,beranjak,0
Ank2,anak-anak,0
masyarakay,masyarakat,0
lht,lihat,0
jg,juga,0
bs,bisa,0
menegerti,mengerti,0
jgn,jangan,0
kyk,kayak,0
gk,enggak,0
nyampe,sampai,0
bkin,bikin,0
hdpnya,hidupnya,0
pny,punya,0
blh,boleh,0
aq,aku,0
Mendj,menjadi,0
Cantikk,cantik,0
mantep,mantap,0
cptt,cepat,0
smbuh,sembuh,0
psti,pasti,0
sdih,sedih,0
skali,sekali,0
bangke,bangkai,0
Kocakkkkkkkkkkkkkk,kocak,0
ganteeeeeng,ganteng,0
macem2,macam-macam,0
baikkk,baik,0
bgtt,banget,0
bnr,benar,0
tp,tapi,0
knp,kenapa,0
iriiiii,iri,0
pakek,pakai,0
orng,orang,0
mnta,meminta,0
syg,sayang,0
Semangatt,semangat,0
Semngat,semangat,0
ciptain,menciptakan,0
terbaikk,terbaik,0
kndung,kandung,0
mrangkul,merangkul,0
adlh,adalah,0
knpa,kenapa,0
bnyak,banyak,0
wlo,walau,0
manusiy,manusia,0
gaa,enggak,0
negur,menegur,0
dya,dia,0
pantes,pantas,0
Kereeen,keren,0
hbt,hebat,0
bgt,banget,0
bs,bisa,0
bkin,bikin,0
kyk,kayak,0
prodak,produk,0
ninggiin,meninggikan,0
Kasihn,kasihan,0
bru,baru,0
lhirr,lahir,0
hujatann,hujatan,0
palgi,apalagi,0
kl,kalau,0
dh,sudah,0
Yaaaaaa,ya,0
Cb,coba,0
anjjiiiirrrr,anjir,0
mangats,semangat,0
gn,begini,0
mpun,ampun,0
skitar,sekitar,0
ktmu,ketemu,0
sma,sama,0
tmen,teman,0
ats,atas,0
eksoktis,eksotis,0
Kluar,keluar,0
STEESS,stres,0
jnuh,jenuh,0
Jngan,jangan,0
kwatir,khawatir,0
org2,orang-orang,0
sudab,sudah,0
dwsa,dewasa,0
pnya,punya,0
agma,agama,0
pstiii,pasti,0
diaaaaa,dia,0
taauu,tau,0
ap,apa,0
rpt2,repot-repot,0
sbr,sabar,0
Sy,saya,0
bs,bisa,0
krtun,kartun,0
scantik,secantik,0
gk,enggak,0
naksir,menaksir,0
pdkt,pendekatan,0
botakkkk,botak,0
sy,saya,0
apalg,apalagi,0
bgt,banget,0
kk,kakak,0
bt,buat,0
sll,selalu,0
mnjadi,menjadi,0
klrga,keluarga,0
yg,yang,0
liat'y,lihatnya,0
kt,kita,0
bs,bisa,0
nyanyik,nyanyi,0
samaa2,sama-sama,0
nggelambir,menggelambir,0
bgini,begini,0
dengeeriin,mendengarkan,0
pengrusak,perusak,0
sempurnaaahhhh,sempurna,0
kayanye,kayaknya,1
Mauuuuuuu,mau,0
bangeeeeettttt,banget,0
orang2,orang-orang,0
Cantikx,cantiknya,0
Cantikk,cantik,0
puuaaass,puas,0
buanget,banget,0
payudaraa,payudara,0
ngakak,mengakak,0
impiannn,impian,0
Cuantikkk,cantik,0
Iy,iya,0
drpd,daripada,0
memandsng,memandang,0
pinter,pintar,0
Ndak,enggak,1
gsip,gosip,0
bredar,beredar,0
klu,kalau,0
ptus,putus,0
ma,sama,0
bnr,benar,0
ap,apa,0
ga,enggak,0
trlihat,terlihat,0
bhw,bahwa,0
mmberikan,memberikan,0
dn,dan,0
khidupan,kehidupan,0
kluarga,keluarga,0
bnget,banget,0
jdi,jadi,0
wnita,wanita,0
srpti,seperti,0
uaaasssiiiik,asik,0
ajah,saja,0
Klw,kalau,0
ank,anak,0
gak,enggak,0
mw,mau,0
ajarin,ajarkan,0
sendirii,sendiri,0
nilaiiii,nilai,0
akn,akan,0
mrnghadapi,menghadapi,0
pjang,panjang,0
nyesel,menyesal,0
cariin,carikan,0
dijadiin,dijadikan,0
kebaikany,kebaikannya,0
trima,terima,0
smoga,semoga,0
jg,juga,0
ssi,sisi,0
silsturahmi,silaturahmi,0
ksmptan,kesempatan,0
sgt,sangat,0
mrka,mereka,0
may,mau,0
bs,bisa,0
Cyiin,cinta,0
Cuaaantikk,cantik,0
yank,sayang,0
Nmr,nomor,0
romantiz,romantis,0
ituu,itu,0
ak,aku,0
ska,suka,0
gy,gaya,0
kek,kayak,0
lebi,lebih,0
gombaaal,gombal,0
mentah,mentah-mentah,0
percya,percaya,0
kpd,kepada,0
bgi,bagi,0
sdri,sendiri,0
sdh,sudah,0
mgkin,mungkin,0
bkn,bukan,0
sya,saya,0
sdra,saudara,0
ngeliatnya,melihatnya,0
ANAKQUE,anakku,0
Adeeeeeek,adek,0
bawa2,bawa-bawa,0
bget,banget,0
bju,baju,0
Smg,semoga,0
ngeliat,melihat,0
kk,kakak,0
bgettttt,banget,0
ntarrrrr,entar,0
dbuat,dibuat,0
sprti,seperti,0
dlu,dulu,0
dgn,dengan,0
LM,lama,0
lutuna,lucunya,0
ciapa,siapa,0
bangett,banget,0
lngsing,langsing,0
trus,terus,0
smbil,sambil,0
ngekek,mengakak,0
joged,joget,0
sayaang,sayang,0
klg,keluarga,0
benar,benar-benar,0
diributin,diributkan,0
urusin,urusi,0
perkara2,perkara-perkara,0
yg,yang,0
skli,sekali,0
kk,kakak,0
kluarga,keluarga,0
jng,jangan,0
cntik'a,cantiknya,0
wkt,waktu,0
kcil,kecil,0
sm,sama,0
skrng,sekarang,0
aje,saja,0
ma,sama,0
telatt,telat,0
bangett,banget,0
mav,maaf,0
Gw,gue,0
klu,kalau,0
dn,dan,0
gw,gue,0
gak,enggak,0
bngga,bangga,0
klu,kalau,0
krn,karena,0
klau,kalau,0
bjuu,baju,0
dengarin,dengarkan,0
kramik,keramik,0
thn,tahun,0
Kl,kalau,0
laen,lain,0
blom,belum,0
matany,matanya,0
gni,begini,0
byk,banyak,0
Gx,enggak,0
ngerti,mengerti,0
Sm,sama,0
kndung,kandung,0
sayanggg,sayang,0
ngerawatny,merawatnya,0
berahir,berakhir,0
nguburin,menguburkan,0
mpus,mampus,0
ank,anak,0
Hdup,hidup,0
matik,mati,0
bsok,besok,0
hbis,habis,0
mti,mati,0
Cocokkkk,cocok,0
bngeet,banget,0
smoga,semoga,0
byk,banyak,0
dr,dari,0
sblh,sebelah,0
gw,gue,0
sblh,sebelah,0
ngakak,mengakak,0
bgt,banget,0
emg,memang,0
Kerreeen,keren,0
bgt,banget,0
emg,memang,0
ledk,ledek,0
tpi,tapi,0
bntar,bentar,0
tegaar,tegar,0
q,aku,0
smp,sampai,0
Mampuussss,mampus,0
KONSUL,konsultasi,0
ampyuuuunn,ampun,0
Gemesss,gemas,0
bangettt,banget,0
Nggk,enggak,0
skli,sekali,0
kli,kali,0
km,kamu,0
ttp,tetap,0
gituh,begitu,0
ngeliat,melihat,0
bgtt,banget,0
KEPOIN,mengepoi,1
dlm,dalam,0
bayangin,bayangkan,0
snyum,senyum,0
ngapalin,menghapalkan,0
pngen,pengin,0
dumss,dong,0
Gara2,gara-gara,0
Lucuuu,lucu,0
Mngkannya,mangkanya,0
klw,kalau,0
ngelakuin,melakukan,0
apa2,apa-apa,0
pkiir,pikir,0
dlu,dulu,0
Klo,kalau,0
kmu,kamu,0
bkn,bukan,0
pblik,publik,0
lucuuukk,lucu,0
Aq,aku,0
sekaraang,sekarang,0
gara,gara-gara,0
trus,terus,0
lgsg,langsung,0
tromaa,trauma,0
lebayy,lebay,0
sendirii,sendiri,0
sendirii,sendiri,0
gilaaaa,gila,0
brapa,berapa,0
Tmpatnya,tempatnya,0
nyebur,mencebur,0
aquh,aku,0
pusyiingg,pusing,0
bedain,membedakan,0
dapet,dapat,0
rb,ribu,0
ngegantiin,menggantikan,0
ituuu,itu,0
Jirrrr,anjir,0
mlu,malu,0
slah,salah,0
Maksuttt,maksud,0
bathin,batin,0
caranga,caranya,0
sypa,siapa,0
yng,yang,0
genduttttt,gendut,0
gnduut,gendut,0
gemeeessshhhhhh,gemas,0
Kmu,kamu,0
cakeep,cakep,0
bnget,banget,0
banger,banget,0
beut,banget,0
dlu,dulu,0
mengubati,mengobati,0
barang2,barang-barang,0
dmpet,dompet,0
cantikkk,cantik,0
Pdhl,padahal,0
sdh,sudah,0
km,kamu,0
kpn2,kapan-kapan,0
sekalii,sekali,0
Smnagt,semangat,0
Smangatin,menyemangati,0
blzzz,balas,0
bgs,bagus,0
banyakin,memperbanyak,0
ngerasa,merasa,0
smpurna,sempurna,0
ngeposisiin,memosisikan,0
jga,juga,0
ngadepin,menghadapi,0
mnjlani,menjalani,0
mndoakn,mendoakan,0
ja,saja,0
ntuk,untuk,0
bg,banget,0
nontonnn,menonton,0
pacarn,pacaran,0
nuduh,menuduh,0
Ngeselin,mengesalkan,0
prodak,produk,0
artis2,artis-artis,0
ajaa,saja,0
tetep,tetap,0
cantiiikk,cantik,0
rmbut,rambut,0
s,si,0
g,enggak,0
pjg,panjang,0
mna,mana,0
tutupin,menutupi,0
aq,aku,0
komenku,komentarku,0
kn,karena,0
qm,kamu,0
blg,bilang,0
klo,kalau,0
mskpun,meskipun,0
nnti,nanti,0
mnikah,menikah,0
lg,lagi,0
msh,masih,0
sama2,sama-sama,0
knduung,kandung,0
bdn,badan,0
na,nya,0
ibu2,ibu-ibu,0
bgt,banget,0
lau,kau,0
kpan,kapan,0
lbh,lebih,0
lemes,lemas,0
periihh,perih,0
meskiiii,meski,0
yg,yang,0
bs,bisa,0
dgn,dengan,0
orgg,orang,0
ttp,tetap,0
spt,seperti,0
Ngucap,mengucap,0
manjaaaaaa,manja,0
klen,kalian,0
smua,semua,0
jlanin,menjalani,0
kln,kalian,0
sewooot,sewot,0
Emesshhh,gemas,0
enngak,enggak,0
memingatkan,mengingatkan,0
Cntik,cantik,0
gntng,ganteng,0
bangt,banget,0
bangeeettt,banget,0
Serin,sering,0
maen2,main-main,0
Terbaeeeek,terbaik,0
sbnrny,sebenarnya,0
lbh,lebih,0
jugaaa,juga,0
engga,enggak,0
pinterrr,pintar,0
yaaa,ya,0
yangg,yang,0
ptong,potong,0
gni,begini,0
mb,mbak,0
sdh,sudah,0
stiaap,setiap,0
prtemuan,pertemuan,0
pzti,pasti,0
da,ada,0
mnjd,menjadi,0
rhasia,rahasia,0
pntng,penting,0
qta,kita,0
tw,tau,0
bgmnaa,bagaimana,0
critany,ceritanya,0
pljaran,pelajaran,0
mengambl,mengambil,0
mngambil,mengambil,0
jangaaannn,jangan,0
prnaah,pernah,0
dtiru,ditiru,0
burukkk,buruk,0
sndirii,sendiri,0
mngaku,mengaku,0
lebiih,lebih,0
kslahan,kesalahan,0
daannnn,dan,0
jammm,jam,0
istraht,istirahat,0
temen,teman,0
gwa,gua,0
saakitt,sakit,0
peruuuttt,perut,0
lri,lari,0
kluarrr,keluar,0
kls,kelas,0
ni,ini,0
ngapa,mengapa,0
ngegombalnya,menggombalnya,1
berendapat,berpendapat,0
krna,karena,0
Sblm,sebelum,0
sy,saya,0
sy,saya,0
sdh,sudah,0
dg,dengan,0
yg,yang,0
minta,meminta,0
tdk,tidak,0
jg,juga,0
dg,dengan,0
org,orang,0
yg,yang,0
dlm,dalam,0
sdh,sudah,0
tdk,tidak,0
dipotong2,dipotong-potong,0
dr,dari,0
giman,bagaimana,0
yg,yang,0
hrs,harus,0
sy,saya,0
dg,dengan,0
menduga2,menduga-duga,0
tahun2,tahun-tahun,0
jg,juga,0
mengharagai,menghargai,0
sm,sama,0
ga,enggak,0
tau,tahu,0
kek,kayak,0
tp,tapi,0
udah,sudah,0
dijadiin,dijadikan,0
gak,enggak,0
kuwad,kuat,0
ilang,hilang,0
naek,naik,0
org,orang,0
yg,yang,0
dlm,dalam,0
sdh,sudah,0
tdk,tidak,0
ndengerin,mendengarkan,0
poto-poto,foto-foto,0
